208.492, 129.093, 8.333, 17.381 False
208.214, 129.092, 8.333, 17.414 False
207.937, 129.091, 8.333, 17.447 False
207.659, 129.090, 8.333, 17.480 False
207.381, 129.089, 8.333, 17.513 False
207.103, 129.088, 8.333, 17.546 False
206.825, 129.088, 8.333, 17.579 False
206.548, 129.087, 8.333, 17.612 False
206.270, 129.086, 8.333, 17.645 False
205.992, 129.086, 8.333, 17.678 False
205.714, 129.086, 8.333, 17.711 False
205.437, 129.085, 8.333, 17.744 False
205.159, 129.085, 8.333, 17.777 False
204.881, 129.085, 8.333, 17.810 False
204.603, 129.085, 8.333, 17.843 False
204.325, 129.084, 8.333, 17.876 False
204.048, 129.084, 8.333, 17.909 False
203.770, 129.084, 8.333, 17.942 False
203.492, 129.085, 8.333, 17.975 False
203.214, 129.085, 8.333, 18.008 False
202.937, 129.085, 8.333, 18.041 False
202.659, 129.085, 8.333, 18.074 False
202.381, 129.086, 8.333, 18.107 False
202.103, 129.086, 8.333, 18.140 False
201.826, 129.087, 8.333, 18.173 False
201.548, 129.087, 8.333, 18.206 False
201.270, 129.088, 8.333, 18.239 False
200.992, 129.088, 8.333, 18.272 False
200.714, 129.089, 8.333, 18.305 False
200.437, 129.090, 8.333, 18.338 False
200.159, 129.091, 8.333, 18.371 False
199.881, 129.092, 8.333, 18.404 False
199.603, 129.093, 8.333, 18.437 False
199.326, 129.094, 8.333, 18.470 False
199.048, 129.095, 8.333, 18.503 False
198.770, 129.096, 8.333, 18.536 False
198.492, 129.097, 8.333, 18.569 False
198.214, 129.099, 8.333, 18.602 False
197.937, 129.100, 8.333, 18.635 False
197.659, 129.101, 8.333, 18.668 False
197.381, 129.103, 8.333, 18.701 False
197.103, 129.104, 8.333, 18.734 False
196.826, 129.106, 8.333, 18.767 False
196.548, 129.107, 8.333, 18.800 False
196.270, 129.109, 8.333, 18.833 False
195.992, 129.111, 8.333, 18.866 False
195.714, 129.112, 8.333, 18.899 False
195.437, 129.114, 8.333, 18.932 False
195.159, 129.116, 8.333, 18.965 False
194.881, 129.118, 8.333, 18.998 False
194.603, 129.120, 8.333, 19.031 False
194.326, 129.121, 8.333, 19.064 False
194.048, 129.123, 8.333, 19.097 False
193.770, 129.126, 8.333, 19.130 False
193.492, 129.128, 8.333, 19.163 False
193.215, 129.130, 8.333, 19.196 False
192.937, 129.132, 8.333, 19.229 False
192.659, 129.134, 8.333, 19.262 False
192.381, 129.137, 8.333, 19.295 False
192.103, 129.139, 8.333, 19.328 False
191.826, 129.141, 8.333, 19.361 False
191.548, 129.143, 8.333, 19.394 False
191.270, 129.146, 8.333, 19.427 False
190.992, 129.148, 8.333, 19.460 False
190.715, 129.151, 8.333, 19.493 False
190.437, 129.153, 8.333, 19.526 False
190.159, 129.156, 8.333, 19.559 False
189.881, 129.159, 8.333, 19.592 False
189.603, 129.161, 8.333, 19.625 False
189.326, 129.164, 8.333, 19.658 False
189.048, 129.166, 8.333, 19.691 False
188.770, 129.169, 8.333, 19.724 False
188.492, 129.172, 8.333, 19.757 False
188.215, 129.175, 8.333, 19.790 False
187.937, 129.177, 8.333, 19.823 False
187.659, 129.180, 8.333, 19.856 False
187.381, 129.183, 8.333, 19.889 False
187.104, 129.186, 8.333, 19.922 False
186.826, 129.189, 8.333, 19.955 False
186.548, 129.192, 8.333, 19.988 False
186.270, 129.195, 8.333, 20.021 False
185.993, 129.198, 8.333, 20.054 False
185.715, 129.201, 8.333, 20.087 False
185.437, 129.204, 8.333, 20.120 False
185.159, 129.207, 8.333, 20.153 False
184.882, 129.210, 8.333, 20.186 False
184.604, 129.213, 8.333, 20.219 False
184.326, 129.216, 8.333, 20.252 False
184.049, 129.219, 8.333, 20.285 False
183.771, 129.222, 8.333, 20.318 False
183.493, 129.225, 8.333, 20.351 False
183.215, 129.228, 8.333, 20.384 False
182.938, 129.231, 8.333, 20.417 False
182.660, 129.235, 8.333, 20.450 False
182.382, 129.238, 8.333, 20.483 False
182.104, 129.241, 8.333, 20.516 False
181.827, 129.244, 8.333, 20.549 False
181.549, 129.247, 8.333, 20.582 False
181.271, 129.251, 8.333, 20.615 False
180.993, 129.254, 8.333, 20.648 False
180.716, 129.257, 8.333, 20.681 False
180.438, 129.260, 8.333, 20.714 False
180.160, 129.264, 8.333, 20.747 False
179.882, 129.267, 8.333, 20.780 False
179.605, 129.270, 8.333, 20.813 False
179.327, 129.273, 8.333, 20.846 False
179.049, 129.277, 8.333, 20.879 False
178.772, 129.280, 8.333, 20.912 False
178.494, 129.283, 8.333, 20.945 False
178.216, 129.286, 8.333, 20.978 False
177.938, 129.290, 8.333, 21.011 False
177.661, 129.293, 8.333, 21.044 False
177.383, 129.296, 8.333, 21.077 False
177.105, 129.300, 8.333, 21.110 False
176.827, 129.303, 8.333, 21.143 False
176.550, 129.306, 8.333, 21.176 False
176.272, 129.310, 8.333, 21.209 False
175.994, 129.313, 8.333, 21.242 False
175.716, 129.316, 8.333, 21.275 False
175.439, 129.319, 8.333, 21.308 False
175.161, 129.322, 8.333, 21.341 False
174.883, 129.325, 8.330, 21.374 False
174.606, 129.328, 8.310, 21.407 False
174.330, 129.331, 8.281, 21.440 False
174.056, 129.334, 8.228, 21.473 False
173.784, 129.337, 8.143, 21.506 False
173.516, 129.340, 8.034, 21.539 False
173.252, 129.343, 7.904, 21.572 False
172.993, 129.346, 7.760, 21.605 False
172.740, 129.349, 7.604, 21.638 False
172.491, 129.351, 7.440, 21.671 False
172.249, 129.354, 7.271, 21.704 False
172.012, 129.357, 7.095, 21.737 False
